participant_id,fsm_type,phase,feedback_condition,test_condition,trial_type,attempt,accuracy,phase_condition
263,hard,transfer,prediction,control,visible,,0.4,transfer_control
263,hard,transfer,prediction,explanation,hidden,,0.4,transfer_explanation
263,hard,transfer,prediction,explanation,visible,,0.6,transfer_explanation
265,hard,feedback,prediction,prediction,hidden,1.0,0.7333333333333333,feedback_prediction
265,hard,feedback,prediction,prediction,visible,3.0,0.7333333333333333,feedback_prediction
265,hard,transfer,prediction,control,hidden,,0.6,transfer_control
265,hard,transfer,prediction,control,visible,,0.6,transfer_control
265,hard,transfer,prediction,explanation,hidden,,0.4,transfer_explanation
265,hard,transfer,prediction,explanation,visible,,0.6,transfer_explanation
266,hard,feedback,control,control,hidden,3.0,0.8666666666666667,feedback_control
266,hard,feedback,control,control,visible,1.0,0.6666666666666666,feedback_control
266,hard,transfer,control,explanation,hidden,,0.5,transfer_explanation
266,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
266,hard,transfer,control,prediction,hidden,,0.8,transfer_prediction
266,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
267,hard,feedback,control,control,hidden,2.0,0.9333333333333333,feedback_control
267,hard,feedback,control,control,visible,1.0,0.7333333333333333,feedback_control
267,hard,transfer,control,explanation,hidden,,0.6,transfer_explanation
267,hard,transfer,control,explanation,visible,,0.4,transfer_explanation
267,hard,transfer,control,prediction,hidden,,0.6,transfer_prediction
267,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
